id,left,top,right,bottom,num_of_points,F,H,L,P
"420",79.042195,21.078185,79.047195,21.073185,0,0,0,0,0
"421",79.042195,21.073185,79.047195,21.068185,0,0,0,0,0
"422",79.042195,21.068185,79.047195,21.063185,0,0,0,0,0
"423",79.042195,21.063185,79.047195,21.058185,0,0,0,0,0
"424",79.042195,21.058185,79.047195,21.053185,0,0,0,0,0
"425",79.042195,21.053185,79.047195,21.048185,0,0,0,0,0
"426",79.042195,21.048185,79.047195,21.043185,0,0,0,0,0
"427",79.042195,21.043185,79.047195,21.038185,0,0,0,0,0
"428",79.042195,21.038185,79.047195,21.033185,0,0,0,0,0
"429",79.042195,21.033185,79.047195,21.028185,0,0,0,0,0
"430",79.042195,21.028185,79.047195,21.023185,0,0,0,0,0
"431",79.042195,21.023185,79.047195,21.018185,0,0,0,0,0
"432",79.042195,21.018185,79.047195,21.013185,0,0,0,0,0
"433",79.047195,21.253185,79.052195,21.248185,0,0,0,0,0
"434",79.047195,21.248185,79.052195,21.243185,0,0,0,0,0
"435",79.047195,21.243185,79.052195,21.238185,0,0,0,0,0
"436",79.047195,21.238185,79.052195,21.233185,0,0,0,0,0
"437",79.047195,21.233185,79.052195,21.228185,0,0,0,0,0
"438",79.047195,21.228185,79.052195,21.223185,0,0,0,0,0
"439",79.047195,21.223185,79.052195,21.218185,0,0,0,0,0
"440",79.047195,21.218185,79.052195,21.213185,0,0,0,0,0
"441",79.047195,21.213185,79.052195,21.208185,0,0,0,0,0
"442",79.047195,21.208185,79.052195,21.203185,2,0,2,0,0
"443",79.047195,21.203185,79.052195,21.198185,7,0,0,0,7
"444",79.047195,21.198185,79.052195,21.193185,10,0,0,0,10
"445",79.047195,21.193185,79.052195,21.188185,11,2,5,4,0
"446",79.047195,21.188185,79.052195,21.183185,19,3,12,0,4
"447",79.047195,21.183185,79.052195,21.178185,4,0,4,0,0
"448",79.047195,21.178185,79.052195,21.173185,0,0,0,0,0
"449",79.047195,21.173185,79.052195,21.168185,0,0,0,0,0
"450",79.047195,21.168185,79.052195,21.163185,0,0,0,0,0
"451",79.047195,21.163185,79.052195,21.158185,0,0,0,0,0
"452",79.047195,21.158185,79.052195,21.153185,0,0,0,0,0
"453",79.047195,21.153185,79.052195,21.148185,20,0,18,2,0
"454",79.047195,21.148185,79.052195,21.143185,7,0,7,0,0
"455",79.047195,21.143185,79.052195,21.138185,0,0,0,0,0
"456",79.047195,21.138185,79.052195,21.133185,0,0,0,0,0
"457",79.047195,21.133185,79.052195,21.128185,6,0,6,0,0
"458",79.047195,21.128185,79.052195,21.123185,0,0,0,0,0
"459",79.047195,21.123185,79.052195,21.118185,0,0,0,0,0
"460",79.047195,21.118185,79.052195,21.113185,0,0,0,0,0
"461",79.047195,21.113185,79.052195,21.108185,0,0,0,0,0
"462",79.047195,21.108185,79.052195,21.103185,0,0,0,0,0
"463",79.047195,21.103185,79.052195,21.098185,0,0,0,0,0
"464",79.047195,21.098185,79.052195,21.093185,0,0,0,0,0
"465",79.047195,21.093185,79.052195,21.088185,0,0,0,0,0
"466",79.047195,21.088185,79.052195,21.083185,0,0,0,0,0
"467",79.047195,21.083185,79.052195,21.078185,0,0,0,0,0
"468",79.047195,21.078185,79.052195,21.073185,0,0,0,0,0
"469",79.047195,21.073185,79.052195,21.068185,0,0,0,0,0
"470",79.047195,21.068185,79.052195,21.063185,0,0,0,0,0
"471",79.047195,21.063185,79.052195,21.058185,0,0,0,0,0
"472",79.047195,21.058185,79.052195,21.053185,0,0,0,0,0
"473",79.047195,21.053185,79.052195,21.048185,0,0,0,0,0
"474",79.047195,21.048185,79.052195,21.043185,0,0,0,0,0
"475",79.047195,21.043185,79.052195,21.038185,0,0,0,0,0
"476",79.047195,21.038185,79.052195,21.033185,0,0,0,0,0
"477",79.047195,21.033185,79.052195,21.028185,0,0,0,0,0
"478",79.047195,21.028185,79.052195,21.023185,0,0,0,0,0
"479",79.047195,21.023185,79.052195,21.018185,0,0,0,0,0
"480",79.047195,21.018185,79.052195,21.013185,0,0,0,0,0
"481",79.052195,21.253185,79.057195,21.248185,0,0,0,0,0
"482",79.052195,21.248185,79.057195,21.243185,0,0,0,0,0
"483",79.052195,21.243185,79.057195,21.238185,0,0,0,0,0
"484",79.052195,21.238185,79.057195,21.233185,0,0,0,0,0
"485",79.052195,21.233185,79.057195,21.228185,0,0,0,0,0
"486",79.052195,21.228185,79.057195,21.223185,0,0,0,0,0
"487",79.052195,21.223185,79.057195,21.218185,0,0,0,0,0
"488",79.052195,21.218185,79.057195,21.213185,0,0,0,0,0
"489",79.052195,21.213185,79.057195,21.208185,0,0,0,0,0
"490",79.052195,21.208185,79.057195,21.203185,0,0,0,0,0
"491",79.052195,21.203185,79.057195,21.198185,0,0,0,0,0
"492",79.052195,21.198185,79.057195,21.193185,0,0,0,0,0
"493",79.052195,21.193185,79.057195,21.188185,0,0,0,0,0
"494",79.052195,21.188185,79.057195,21.183185,0,0,0,0,0
"495",79.052195,21.183185,79.057195,21.178185,23,3,7,0,13
"496",79.052195,21.178185,79.057195,21.173185,16,2,3,0,11
"497",79.052195,21.173185,79.057195,21.168185,0,0,0,0,0
"498",79.052195,21.168185,79.057195,21.163185,0,0,0,0,0
"499",79.052195,21.163185,79.057195,21.158185,0,0,0,0,0
"500",79.052195,21.158185,79.057195,21.153185,0,0,0,0,0
"501",79.052195,21.153185,79.057195,21.148185,0,0,0,0,0
"502",79.052195,21.148185,79.057195,21.143185,23,3,14,0,6
"503",79.052195,21.143185,79.057195,21.138185,0,0,0,0,0
"504",79.052195,21.138185,79.057195,21.133185,2,0,2,0,0
"505",79.052195,21.133185,79.057195,21.128185,12,0,12,0,0
"506",79.052195,21.128185,79.057195,21.123185,0,0,0,0,0
"507",79.052195,21.123185,79.057195,21.118185,0,0,0,0,0
"508",79.052195,21.118185,79.057195,21.113185,0,0,0,0,0
"509",79.052195,21.113185,79.057195,21.108185,0,0,0,0,0
"510",79.052195,21.108185,79.057195,21.103185,0,0,0,0,0
"511",79.052195,21.103185,79.057195,21.098185,0,0,0,0,0
"512",79.052195,21.098185,79.057195,21.093185,0,0,0,0,0
"513",79.052195,21.093185,79.057195,21.088185,0,0,0,0,0
"514",79.052195,21.088185,79.057195,21.083185,0,0,0,0,0
"515",79.052195,21.083185,79.057195,21.078185,0,0,0,0,0
"516",79.052195,21.078185,79.057195,21.073185,0,0,0,0,0
"517",79.052195,21.073185,79.057195,21.068185,0,0,0,0,0
"518",79.052195,21.068185,79.057195,21.063185,0,0,0,0,0
"519",79.052195,21.063185,79.057195,21.058185,0,0,0,0,0
"520",79.052195,21.058185,79.057195,21.053185,0,0,0,0,0
"521",79.052195,21.053185,79.057195,21.048185,0,0,0,0,0
"522",79.052195,21.048185,79.057195,21.043185,0,0,0,0,0
"523",79.052195,21.043185,79.057195,21.038185,0,0,0,0,0
"524",79.052195,21.038185,79.057195,21.033185,0,0,0,0,0
"525",79.052195,21.033185,79.057195,21.028185,0,0,0,0,0
"526",79.052195,21.028185,79.057195,21.023185,0,0,0,0,0
"527",79.052195,21.023185,79.057195,21.018185,0,0,0,0,0
"528",79.052195,21.018185,79.057195,21.013185,0,0,0,0,0
"529",79.057195,21.253185,79.062195,21.248185,0,0,0,0,0
"530",79.057195,21.248185,79.062195,21.243185,0,0,0,0,0
"531",79.057195,21.243185,79.062195,21.238185,0,0,0,0,0
"532",79.057195,21.238185,79.062195,21.233185,0,0,0,0,0
"533",79.057195,21.233185,79.062195,21.228185,0,0,0,0,0
"534",79.057195,21.228185,79.062195,21.223185,0,0,0,0,0
"535",79.057195,21.223185,79.062195,21.218185,0,0,0,0,0
"536",79.057195,21.218185,79.062195,21.213185,0,0,0,0,0
"537",79.057195,21.213185,79.062195,21.208185,0,0,0,0,0
"538",79.057195,21.208185,79.062195,21.203185,0,0,0,0,0
"539",79.057195,21.203185,79.062195,21.198185,0,0,0,0,0
"540",79.057195,21.198185,79.062195,21.193185,0,0,0,0,0
"541",79.057195,21.193185,79.062195,21.188185,0,0,0,0,0
"542",79.057195,21.188185,79.062195,21.183185,0,0,0,0,0
"543",79.057195,21.183185,79.062195,21.178185,0,0,0,0,0
"544",79.057195,21.178185,79.062195,21.173185,10,3,5,0,2
"545",79.057195,21.173185,79.062195,21.168185,6,0,6,0,0
"546",79.057195,21.168185,79.062195,21.163185,0,0,0,0,0
"547",79.057195,21.163185,79.062195,21.158185,0,0,0,0,0
"548",79.057195,21.158185,79.062195,21.153185,0,0,0,0,0
"549",79.057195,21.153185,79.062195,21.148185,0,0,0,0,0
"550",79.057195,21.148185,79.062195,21.143185,30,3,27,0,0
"551",79.057195,21.143185,79.062195,21.138185,0,0,0,0,0
"552",79.057195,21.138185,79.062195,21.133185,8,0,8,0,0
"553",79.057195,21.133185,79.062195,21.128185,0,0,0,0,0
"554",79.057195,21.128185,79.062195,21.123185,0,0,0,0,0
"555",79.057195,21.123185,79.062195,21.118185,0,0,0,0,0
"556",79.057195,21.118185,79.062195,21.113185,0,0,0,0,0
"557",79.057195,21.113185,79.062195,21.108185,0,0,0,0,0
"558",79.057195,21.108185,79.062195,21.103185,0,0,0,0,0
"559",79.057195,21.103185,79.062195,21.098185,0,0,0,0,0
"560",79.057195,21.098185,79.062195,21.093185,0,0,0,0,0
"561",79.057195,21.093185,79.062195,21.088185,0,0,0,0,0
"562",79.057195,21.088185,79.062195,21.083185,0,0,0,0,0
"563",79.057195,21.083185,79.062195,21.078185,0,0,0,0,0
"564",79.057195,21.078185,79.062195,21.073185,0,0,0,0,0
"565",79.057195,21.073185,79.062195,21.068185,0,0,0,0,0
"566",79.057195,21.068185,79.062195,21.063185,0,0,0,0,0
"567",79.057195,21.063185,79.062195,21.058185,0,0,0,0,0
"568",79.057195,21.058185,79.062195,21.053185,0,0,0,0,0
"569",79.057195,21.053185,79.062195,21.048185,0,0,0,0,0
"570",79.057195,21.048185,79.062195,21.043185,0,0,0,0,0
"571",79.057195,21.043185,79.062195,21.038185,0,0,0,0,0
"572",79.057195,21.038185,79.062195,21.033185,0,0,0,0,0
"573",79.057195,21.033185,79.062195,21.028185,0,0,0,0,0
"574",79.057195,21.028185,79.062195,21.023185,0,0,0,0,0
"575",79.057195,21.023185,79.062195,21.018185,0,0,0,0,0
"576",79.057195,21.018185,79.062195,21.013185,0,0,0,0,0
"577",79.062195,21.253185,79.067195,21.248185,0,0,0,0,0
"578",79.062195,21.248185,79.067195,21.243185,0,0,0,0,0
"579",79.062195,21.243185,79.067195,21.238185,0,0,0,0,0
"580",79.062195,21.238185,79.067195,21.233185,0,0,0,0,0
"581",79.062195,21.233185,79.067195,21.228185,0,0,0,0,0
"582",79.062195,21.228185,79.067195,21.223185,0,0,0,0,0
"583",79.062195,21.223185,79.067195,21.218185,0,0,0,0,0
"584",79.062195,21.218185,79.067195,21.213185,0,0,0,0,0
"585",79.062195,21.213185,79.067195,21.208185,0,0,0,0,0
"586",79.062195,21.208185,79.067195,21.203185,0,0,0,0,0
"587",79.062195,21.203185,79.067195,21.198185,0,0,0,0,0
"588",79.062195,21.198185,79.067195,21.193185,0,0,0,0,0
"589",79.062195,21.193185,79.067195,21.188185,0,0,0,0,0
"590",79.062195,21.188185,79.067195,21.183185,0,0,0,0,0
"591",79.062195,21.183185,79.067195,21.178185,0,0,0,0,0
"592",79.062195,21.178185,79.067195,21.173185,0,0,0,0,0
"593",79.062195,21.173185,79.067195,21.168185,10,0,4,6,0
"594",79.062195,21.168185,79.067195,21.163185,0,0,0,0,0
"595",79.062195,21.163185,79.067195,21.158185,0,0,0,0,0
"596",79.062195,21.158185,79.067195,21.153185,0,0,0,0,0
"597",79.062195,21.153185,79.067195,21.148185,0,0,0,0,0
"598",79.062195,21.148185,79.067195,21.143185,31,4,18,0,9
"599",79.062195,21.143185,79.067195,21.138185,5,2,3,0,0
"600",79.062195,21.138185,79.067195,21.133185,9,0,9,0,0
"601",79.062195,21.133185,79.067195,21.128185,0,0,0,0,0
"602",79.062195,21.128185,79.067195,21.123185,0,0,0,0,0
"603",79.062195,21.123185,79.067195,21.118185,0,0,0,0,0
"604",79.062195,21.118185,79.067195,21.113185,0,0,0,0,0
"605",79.062195,21.113185,79.067195,21.108185,0,0,0,0,0
"606",79.062195,21.108185,79.067195,21.103185,0,0,0,0,0
"607",79.062195,21.103185,79.067195,21.098185,0,0,0,0,0
"608",79.062195,21.098185,79.067195,21.093185,0,0,0,0,0
"609",79.062195,21.093185,79.067195,21.088185,0,0,0,0,0
"610",79.062195,21.088185,79.067195,21.083185,0,0,0,0,0
"611",79.062195,21.083185,79.067195,21.078185,0,0,0,0,0
"612",79.062195,21.078185,79.067195,21.073185,0,0,0,0,0
"613",79.062195,21.073185,79.067195,21.068185,0,0,0,0,0
"614",79.062195,21.068185,79.067195,21.063185,0,0,0,0,0
"615",79.062195,21.063185,79.067195,21.058185,0,0,0,0,0
"616",79.062195,21.058185,79.067195,21.053185,0,0,0,0,0
"617",79.062195,21.053185,79.067195,21.048185,0,0,0,0,0
"618",79.062195,21.048185,79.067195,21.043185,0,0,0,0,0
"619",79.062195,21.043185,79.067195,21.038185,0,0,0,0,0
"620",79.062195,21.038185,79.067195,21.033185,0,0,0,0,0
"621",79.062195,21.033185,79.067195,21.028185,0,0,0,0,0
"622",79.062195,21.028185,79.067195,21.023185,0,0,0,0,0
"623",79.062195,21.023185,79.067195,21.018185,0,0,0,0,0
"624",79.062195,21.018185,79.067195,21.013185,0,0,0,0,0
"625",79.067195,21.253185,79.072195,21.248185,0,0,0,0,0
"626",79.067195,21.248185,79.072195,21.243185,0,0,0,0,0
"627",79.067195,21.243185,79.072195,21.238185,0,0,0,0,0
"628",79.067195,21.238185,79.072195,21.233185,0,0,0,0,0
"629",79.067195,21.233185,79.072195,21.228185,0,0,0,0,0
"630",79.067195,21.228185,79.072195,21.223185,0,0,0,0,0
"631",79.067195,21.223185,79.072195,21.218185,0,0,0,0,0
"632",79.067195,21.218185,79.072195,21.213185,0,0,0,0,0
"633",79.067195,21.213185,79.072195,21.208185,0,0,0,0,0
"634",79.067195,21.208185,79.072195,21.203185,0,0,0,0,0
"635",79.067195,21.203185,79.072195,21.198185,0,0,0,0,0
"636",79.067195,21.198185,79.072195,21.193185,0,0,0,0,0
"637",79.067195,21.193185,79.072195,21.188185,0,0,0,0,0
"638",79.067195,21.188185,79.072195,21.183185,0,0,0,0,0
"639",79.067195,21.183185,79.072195,21.178185,0,0,0,0,0
"640",79.067195,21.178185,79.072195,21.173185,0,0,0,0,0
"641",79.067195,21.173185,79.072195,21.168185,19,3,16,0,0
"642",79.067195,21.168185,79.072195,21.163185,0,0,0,0,0
"643",79.067195,21.163185,79.072195,21.158185,0,0,0,0,0
"644",79.067195,21.158185,79.072195,21.153185,0,0,0,0,0
"645",79.067195,21.153185,79.072195,21.148185,0,0,0,0,0
"646",79.067195,21.148185,79.072195,21.143185,36,2,34,0,0
"647",79.067195,21.143185,79.072195,21.138185,0,0,0,0,0
"648",79.067195,21.138185,79.072195,21.133185,0,0,0,0,0
"649",79.067195,21.133185,79.072195,21.128185,0,0,0,0,0
"650",79.067195,21.128185,79.072195,21.123185,0,0,0,0,0
"651",79.067195,21.123185,79.072195,21.118185,0,0,0,0,0
"652",79.067195,21.118185,79.072195,21.113185,0,0,0,0,0
"653",79.067195,21.113185,79.072195,21.108185,0,0,0,0,0
"654",79.067195,21.108185,79.072195,21.103185,0,0,0,0,0
"655",79.067195,21.103185,79.072195,21.098185,0,0,0,0,0
"656",79.067195,21.098185,79.072195,21.093185,0,0,0,0,0
"657",79.067195,21.093185,79.072195,21.088185,0,0,0,0,0
"658",79.067195,21.088185,79.072195,21.083185,0,0,0,0,0
"659",79.067195,21.083185,79.072195,21.078185,0,0,0,0,0
"660",79.067195,21.078185,79.072195,21.073185,0,0,0,0,0
"661",79.067195,21.073185,79.072195,21.068185,0,0,0,0,0
"662",79.067195,21.068185,79.072195,21.063185,0,0,0,0,0
"663",79.067195,21.063185,79.072195,21.058185,0,0,0,0,0
"664",79.067195,21.058185,79.072195,21.053185,0,0,0,0,0
"665",79.067195,21.053185,79.072195,21.048185,0,0,0,0,0
"666",79.067195,21.048185,79.072195,21.043185,0,0,0,0,0
"667",79.067195,21.043185,79.072195,21.038185,0,0,0,0,0
"668",79.067195,21.038185,79.072195,21.033185,0,0,0,0,0
"669",79.067195,21.033185,79.072195,21.028185,0,0,0,0,0
"670",79.067195,21.028185,79.072195,21.023185,0,0,0,0,0
"671",79.067195,21.023185,79.072195,21.018185,0,0,0,0,0
"672",79.067195,21.018185,79.072195,21.013185,0,0,0,0,0
"673",79.072195,21.253185,79.077195,21.248185,0,0,0,0,0
"674",79.072195,21.248185,79.077195,21.243185,0,0,0,0,0
"675",79.072195,21.243185,79.077195,21.238185,0,0,0,0,0
"676",79.072195,21.238185,79.077195,21.233185,0,0,0,0,0
"677",79.072195,21.233185,79.077195,21.228185,0,0,0,0,0
"678",79.072195,21.228185,79.077195,21.223185,0,0,0,0,0
"679",79.072195,21.223185,79.077195,21.218185,0,0,0,0,0
"680",79.072195,21.218185,79.077195,21.213185,0,0,0,0,0
"681",79.072195,21.213185,79.077195,21.208185,0,0,0,0,0
"682",79.072195,21.208185,79.077195,21.203185,0,0,0,0,0
"683",79.072195,21.203185,79.077195,21.198185,0,0,0,0,0
"684",79.072195,21.198185,79.077195,21.193185,0,0,0,0,0
"685",79.072195,21.193185,79.077195,21.188185,0,0,0,0,0
"686",79.072195,21.188185,79.077195,21.183185,0,0,0,0,0
"687",79.072195,21.183185,79.077195,21.178185,0,0,0,0,0
"688",79.072195,21.178185,79.077195,21.173185,0,0,0,0,0
"689",79.072195,21.173185,79.077195,21.168185,29,5,15,6,3
"690",79.072195,21.168185,79.077195,21.163185,0,0,0,0,0
"691",79.072195,21.163185,79.077195,21.158185,0,0,0,0,0
"692",79.072195,21.158185,79.077195,21.153185,0,0,0,0,0
"693",79.072195,21.153185,79.077195,21.148185,30,3,25,0,2
"694",79.072195,21.148185,79.077195,21.143185,41,2,26,3,10
"695",79.072195,21.143185,79.077195,21.138185,0,0,0,0,0
"696",79.072195,21.138185,79.077195,21.133185,0,0,0,0,0
"697",79.072195,21.133185,79.077195,21.128185,0,0,0,0,0
"698",79.072195,21.128185,79.077195,21.123185,0,0,0,0,0
"699",79.072195,21.123185,79.077195,21.118185,0,0,0,0,0
"700",79.072195,21.118185,79.077195,21.113185,0,0,0,0,0
"701",79.072195,21.113185,79.077195,21.108185,0,0,0,0,0
"702",79.072195,21.108185,79.077195,21.103185,0,0,0,0,0
"703",79.072195,21.103185,79.077195,21.098185,0,0,0,0,0
"704",79.072195,21.098185,79.077195,21.093185,0,0,0,0,0
"705",79.072195,21.093185,79.077195,21.088185,0,0,0,0,0
"706",79.072195,21.088185,79.077195,21.083185,0,0,0,0,0
"707",79.072195,21.083185,79.077195,21.078185,0,0,0,0,0
"708",79.072195,21.078185,79.077195,21.073185,0,0,0,0,0
"709",79.072195,21.073185,79.077195,21.068185,0,0,0,0,0
"710",79.072195,21.068185,79.077195,21.063185,0,0,0,0,0
"711",79.072195,21.063185,79.077195,21.058185,0,0,0,0,0
"712",79.072195,21.058185,79.077195,21.053185,0,0,0,0,0
"713",79.072195,21.053185,79.077195,21.048185,0,0,0,0,0
"714",79.072195,21.048185,79.077195,21.043185,0,0,0,0,0
"715",79.072195,21.043185,79.077195,21.038185,0,0,0,0,0
"716",79.072195,21.038185,79.077195,21.033185,0,0,0,0,0
"717",79.072195,21.033185,79.077195,21.028185,0,0,0,0,0
"718",79.072195,21.028185,79.077195,21.023185,0,0,0,0,0
"719",79.072195,21.023185,79.077195,21.018185,0,0,0,0,0
"720",79.072195,21.018185,79.077195,21.013185,0,0,0,0,0
"721",79.077195,21.253185,79.082195,21.248185,0,0,0,0,0
"722",79.077195,21.248185,79.082195,21.243185,0,0,0,0,0
"723",79.077195,21.243185,79.082195,21.238185,0,0,0,0,0
"724",79.077195,21.238185,79.082195,21.233185,0,0,0,0,0
"725",79.077195,21.233185,79.082195,21.228185,0,0,0,0,0
"726",79.077195,21.228185,79.082195,21.223185,0,0,0,0,0
"727",79.077195,21.223185,79.082195,21.218185,0,0,0,0,0
"728",79.077195,21.218185,79.082195,21.213185,0,0,0,0,0
"729",79.077195,21.213185,79.082195,21.208185,0,0,0,0,0
"730",79.077195,21.208185,79.082195,21.203185,0,0,0,0,0
"731",79.077195,21.203185,79.082195,21.198185,0,0,0,0,0
"732",79.077195,21.198185,79.082195,21.193185,0,0,0,0,0
"733",79.077195,21.193185,79.082195,21.188185,0,0,0,0,0
"734",79.077195,21.188185,79.082195,21.183185,0,0,0,0,0
"735",79.077195,21.183185,79.082195,21.178185,0,0,0,0,0
"736",79.077195,21.178185,79.082195,21.173185,0,0,0,0,0
"737",79.077195,21.173185,79.082195,21.168185,0,0,0,0,0
"738",79.077195,21.168185,79.082195,21.163185,14,0,11,0,3
"739",79.077195,21.163185,79.082195,21.158185,12,0,7,0,5
"740",79.077195,21.158185,79.082195,21.153185,19,2,11,0,6
"741",79.077195,21.153185,79.082195,21.148185,56,7,34,3,12
"742",79.077195,21.148185,79.082195,21.143185,82,6,24,2,50
"743",79.077195,21.143185,79.082195,21.138185,42,0,2,0,40
"744",79.077195,21.138185,79.082195,21.133185,0,0,0,0,0
"745",79.077195,21.133185,79.082195,21.128185,0,0,0,0,0
"746",79.077195,21.128185,79.082195,21.123185,0,0,0,0,0
"747",79.077195,21.123185,79.082195,21.118185,0,0,0,0,0
"748",79.077195,21.118185,79.082195,21.113185,0,0,0,0,0
"749",79.077195,21.113185,79.082195,21.108185,0,0,0,0,0
"750",79.077195,21.108185,79.082195,21.103185,0,0,0,0,0
"751",79.077195,21.103185,79.082195,21.098185,0,0,0,0,0
"752",79.077195,21.098185,79.082195,21.093185,0,0,0,0,0
"753",79.077195,21.093185,79.082195,21.088185,0,0,0,0,0
"754",79.077195,21.088185,79.082195,21.083185,0,0,0,0,0
"755",79.077195,21.083185,79.082195,21.078185,0,0,0,0,0
"756",79.077195,21.078185,79.082195,21.073185,0,0,0,0,0
"757",79.077195,21.073185,79.082195,21.068185,0,0,0,0,0
"758",79.077195,21.068185,79.082195,21.063185,0,0,0,0,0
"759",79.077195,21.063185,79.082195,21.058185,0,0,0,0,0
"760",79.077195,21.058185,79.082195,21.053185,0,0,0,0,0
"761",79.077195,21.053185,79.082195,21.048185,0,0,0,0,0
"762",79.077195,21.048185,79.082195,21.043185,0,0,0,0,0
"763",79.077195,21.043185,79.082195,21.038185,0,0,0,0,0
"764",79.077195,21.038185,79.082195,21.033185,0,0,0,0,0
"765",79.077195,21.033185,79.082195,21.028185,0,0,0,0,0
"766",79.077195,21.028185,79.082195,21.023185,0,0,0,0,0
"767",79.077195,21.023185,79.082195,21.018185,0,0,0,0,0
"768",79.077195,21.018185,79.082195,21.013185,0,0,0,0,0
"769",79.082195,21.253185,79.087195,21.248185,0,0,0,0,0
"770",79.082195,21.248185,79.087195,21.243185,0,0,0,0,0
"771",79.082195,21.243185,79.087195,21.238185,0,0,0,0,0
"772",79.082195,21.238185,79.087195,21.233185,0,0,0,0,0
"773",79.082195,21.233185,79.087195,21.228185,0,0,0,0,0
"774",79.082195,21.228185,79.087195,21.223185,0,0,0,0,0
"775",79.082195,21.223185,79.087195,21.218185,0,0,0,0,0
"776",79.082195,21.218185,79.087195,21.213185,0,0,0,0,0
"777",79.082195,21.213185,79.087195,21.208185,0,0,0,0,0
"778",79.082195,21.208185,79.087195,21.203185,0,0,0,0,0
"779",79.082195,21.203185,79.087195,21.198185,0,0,0,0,0
"780",79.082195,21.198185,79.087195,21.193185,0,0,0,0,0
"781",79.082195,21.193185,79.087195,21.188185,0,0,0,0,0
"782",79.082195,21.188185,79.087195,21.183185,0,0,0,0,0
"783",79.082195,21.183185,79.087195,21.178185,0,0,0,0,0
"784",79.082195,21.178185,79.087195,21.173185,0,0,0,0,0
"785",79.082195,21.173185,79.087195,21.168185,0,0,0,0,0
"786",79.082195,21.168185,79.087195,21.163185,0,0,0,0,0
"787",79.082195,21.163185,79.087195,21.158185,0,0,0,0,0
"788",79.082195,21.158185,79.087195,21.153185,18,2,5,0,11
"789",79.082195,21.153185,79.087195,21.148185,0,0,0,0,0
"790",79.082195,21.148185,79.087195,21.143185,49,2,40,5,2
"791",79.082195,21.143185,79.087195,21.138185,0,0,0,0,0
"792",79.082195,21.138185,79.087195,21.133185,0,0,0,0,0
"793",79.082195,21.133185,79.087195,21.128185,0,0,0,0,0
"794",79.082195,21.128185,79.087195,21.123185,0,0,0,0,0
"795",79.082195,21.123185,79.087195,21.118185,0,0,0,0,0
"796",79.082195,21.118185,79.087195,21.113185,0,0,0,0,0
"797",79.082195,21.113185,79.087195,21.108185,0,0,0,0,0
"798",79.082195,21.108185,79.087195,21.103185,0,0,0,0,0
"799",79.082195,21.103185,79.087195,21.098185,0,0,0,0,0
"800",79.082195,21.098185,79.087195,21.093185,0,0,0,0,0
"801",79.082195,21.093185,79.087195,21.088185,0,0,0,0,0
"802",79.082195,21.088185,79.087195,21.083185,0,0,0,0,0
"803",79.082195,21.083185,79.087195,21.078185,0,0,0,0,0
"804",79.082195,21.078185,79.087195,21.073185,0,0,0,0,0
"805",79.082195,21.073185,79.087195,21.068185,0,0,0,0,0
"806",79.082195,21.068185,79.087195,21.063185,0,0,0,0,0
"807",79.082195,21.063185,79.087195,21.058185,0,0,0,0,0
"808",79.082195,21.058185,79.087195,21.053185,0,0,0,0,0
"809",79.082195,21.053185,79.087195,21.048185,0,0,0,0,0
"810",79.082195,21.048185,79.087195,21.043185,0,0,0,0,0
"811",79.082195,21.043185,79.087195,21.038185,0,0,0,0,0
"812",79.082195,21.038185,79.087195,21.033185,0,0,0,0,0
"813",79.082195,21.033185,79.087195,21.028185,0,0,0,0,0
"814",79.082195,21.028185,79.087195,21.023185,0,0,0,0,0
"815",79.082195,21.023185,79.087195,21.018185,0,0,0,0,0
"816",79.082195,21.018185,79.087195,21.013185,0,0,0,0,0
"817",79.087195,21.253185,79.092195,21.248185,0,0,0,0,0
"818",79.087195,21.248185,79.092195,21.243185,0,0,0,0,0
"819",79.087195,21.243185,79.092195,21.238185,0,0,0,0,0
"820",79.087195,21.238185,79.092195,21.233185,0,0,0,0,0
"821",79.087195,21.233185,79.092195,21.228185,0,0,0,0,0
"822",79.087195,21.228185,79.092195,21.223185,0,0,0,0,0
"823",79.087195,21.223185,79.092195,21.218185,0,0,0,0,0
"824",79.087195,21.218185,79.092195,21.213185,0,0,0,0,0
"825",79.087195,21.213185,79.092195,21.208185,0,0,0,0,0
"826",79.087195,21.208185,79.092195,21.203185,0,0,0,0,0
"827",79.087195,21.203185,79.092195,21.198185,0,0,0,0,0
"828",79.087195,21.198185,79.092195,21.193185,0,0,0,0,0
"829",79.087195,21.193185,79.092195,21.188185,0,0,0,0,0
"830",79.087195,21.188185,79.092195,21.183185,0,0,0,0,0
"831",79.087195,21.183185,79.092195,21.178185,0,0,0,0,0
"832",79.087195,21.178185,79.092195,21.173185,0,0,0,0,0
"833",79.087195,21.173185,79.092195,21.168185,0,0,0,0,0
"834",79.087195,21.168185,79.092195,21.163185,0,0,0,0,0
"835",79.087195,21.163185,79.092195,21.158185,0,0,0,0,0
"836",79.087195,21.158185,79.092195,21.153185,22,0,17,5,0
"837",79.087195,21.153185,79.092195,21.148185,0,0,0,0,0
"838",79.087195,21.148185,79.092195,21.143185,40,0,4,0,36
"839",79.087195,21.143185,79.092195,21.138185,27,0,24,0,3
"840",79.087195,21.138185,79.092195,21.133185,0,0,0,0,0
"841",79.087195,21.133185,79.092195,21.128185,0,0,0,0,0
"842",79.087195,21.128185,79.092195,21.123185,0,0,0,0,0
