Centroid_Lat,Centroid_Long,Cell_ID,Date,Events_per_Day,Event_Generators_Per_day,Normal_per_Day,Events_Overall,Event_Generators_Overall,Normal_Overall,Event_F_Per_DAY,Event_H_Per_DAY,Event_L_Per_DAY,Event_P_Per_DAY,Normal_F_Per_DAY,Normal_H_Per_DAY,Normal_L_Per_DAY,Normal_P_Per_DAY
21.14875151114526,79.10810523907861,88609612c1fffff,02-04-22,5,1,5.0,36,3,12.0,1,4,0,0,1.0,4.0,0.0,0.0
21.14875151114526,79.10810523907861,88609612c1fffff,02-05-22,9,2,4.5,36,3,12.0,2,4,0,3,1.0,2.0,0.0,1.5
21.14875151114526,79.10810523907861,88609612c1fffff,02-06-22,5,1,5.0,36,3,12.0,1,2,0,2,1.0,2.0,0.0,2.0
21.14875151114526,79.10810523907861,88609612c1fffff,02-08-22,3,1,3.0,36,3,12.0,0,3,0,0,0.0,3.0,0.0,0.0
21.14847465058626,79.09930814047507,88609612c3fffff,02-01-22,5,1,5.0,40,3,13.333333333333334,0,5,0,0,0.0,5.0,0.0,0.0
21.14847465058626,79.09930814047507,88609612c3fffff,02-03-22,13,2,6.5,40,3,13.333333333333334,2,10,0,1,1.0,5.0,0.0,0.5
21.14847465058626,79.09930814047507,88609612c3fffff,02-04-22,4,1,4.0,40,3,13.333333333333334,0,4,0,0,0.0,4.0,0.0,0.0
21.14847465058626,79.09930814047507,88609612c3fffff,02-05-22,8,2,4.0,40,3,13.333333333333334,2,6,0,0,1.0,3.0,0.0,0.0
21.14847465058626,79.09930814047507,88609612c3fffff,02-06-22,4,1,4.0,40,3,13.333333333333334,1,2,0,1,1.0,2.0,0.0,1.0
21.14847465058626,79.09930814047507,88609612c3fffff,02-08-22,6,1,6.0,40,3,13.333333333333334,2,3,0,1,2.0,3.0,0.0,1.0
21.149027940984187,79.1169031278875,88609612cdfffff,02-01-22,6,1,6.0,65,3,21.666666666666668,1,1,0,4,1.0,1.0,0.0,4.0
21.149027940984187,79.1169031278875,88609612cdfffff,02-02-22,4,1,4.0,65,3,21.666666666666668,0,2,0,2,0.0,2.0,0.0,2.0
21.149027940984187,79.1169031278875,88609612cdfffff,02-03-22,19,2,9.5,65,3,21.666666666666668,4,9,0,6,2.0,4.5,0.0,3.0
21.149027940984187,79.1169031278875,88609612cdfffff,02-04-22,10,1,10.0,65,3,21.666666666666668,3,4,0,3,3.0,4.0,0.0,3.0
21.149027940984187,79.1169031278875,88609612cdfffff,02-05-22,11,2,5.5,65,3,21.666666666666668,1,6,0,4,0.5,3.0,0.0,2.0
